subject_id,round,overall_round,price,cost,service_level,expediting_cost,salvage_value,optimum,order,demand,leftover,shortage,lagleftover,lagshortage,lagdemand,gender,age,semester,related_course,program,treatment_id,included_treatment,study,experiment,playing_order,bundle
3,1,1,12,3,1,12,0,75,60,55,5,0,,,,Male,7,8,No,Economy,4,1,Base study,Main,,
3,2,2,12,3,1,12,0,75,75,14,61,0,5,0,55,Male,7,8,No,Economy,4,1,Base study,Main,,
3,3,3,12,3,1,12,0,75,40,54,0,14,61,0,14,Male,7,8,No,Economy,4,1,Base study,Main,,
3,4,4,12,3,1,12,0,75,47,80,0,33,0,14,54,Male,7,8,No,Economy,4,1,Base study,Main,,
3,5,5,12,3,1,12,0,75,60,1,59,0,0,33,80,Male,7,8,No,Economy,4,1,Base study,Main,,
3,6,6,12,3,1,12,0,75,40,100,0,60,59,0,1,Male,7,8,No,Economy,4,1,Base study,Main,,
3,7,7,12,3,1,12,0,75,80,97,0,17,0,60,100,Male,7,8,No,Economy,4,1,Base study,Main,,
3,8,8,12,3,1,12,0,75,30,94,0,64,0,17,97,Male,7,8,No,Economy,4,1,Base study,Main,,
3,9,9,12,3,1,12,0,75,85,15,70,0,0,64,94,Male,7,8,No,Economy,4,1,Base study,Main,,
3,10,10,12,3,1,12,0,75,35,66,0,31,70,0,15,Male,7,8,No,Economy,4,1,Base study,Main,,
3,11,11,12,3,1,12,0,75,55,87,0,32,0,31,66,Male,7,8,No,Economy,4,1,Base study,Main,,
3,12,12,12,3,1,12,0,75,15,100,0,85,0,32,87,Male,7,8,No,Economy,4,1,Base study,Main,,
3,13,13,12,3,1,12,0,75,10,23,0,13,0,85,100,Male,7,8,No,Economy,4,1,Base study,Main,,
3,14,14,12,3,1,12,0,75,74,56,18,0,0,13,23,Male,7,8,No,Economy,4,1,Base study,Main,,
3,15,15,12,3,1,12,0,75,7,92,0,85,18,0,56,Male,7,8,No,Economy,4,1,Base study,Main,,
3,16,16,12,3,1,12,0,75,74,85,0,11,0,85,92,Male,7,8,No,Economy,4,1,Base study,Main,,
3,17,17,12,3,1,12,0,75,47,75,0,28,0,11,85,Male,7,8,No,Economy,4,1,Base study,Main,,
3,18,18,12,3,1,12,0,75,80,62,18,0,0,28,75,Male,7,8,No,Economy,4,1,Base study,Main,,
3,19,19,12,3,1,12,0,75,29,35,0,6,18,0,62,Male,7,8,No,Economy,4,1,Base study,Main,,
3,20,20,12,3,1,12,0,75,77,19,58,0,0,6,35,Male,7,8,No,Economy,4,1,Base study,Main,,
3,21,21,12,3,1,12,0,75,50,98,0,48,58,0,19,Male,7,8,No,Economy,4,1,Base study,Main,,
3,22,22,12,3,1,12,0,75,50,87,0,37,0,48,98,Male,7,8,No,Economy,4,1,Base study,Main,,
3,23,23,12,3,1,12,0,75,55,97,0,42,0,37,87,Male,7,8,No,Economy,4,1,Base study,Main,,
3,24,24,12,3,1,12,0,75,80,14,66,0,0,42,97,Male,7,8,No,Economy,4,1,Base study,Main,,
3,25,25,12,3,1,12,0,75,33,63,0,30,66,0,14,Male,7,8,No,Economy,4,1,Base study,Main,,
3,26,26,12,3,1,12,0,75,45,70,0,25,0,30,63,Male,7,8,No,Economy,4,1,Base study,Main,,
3,27,27,12,3,1,12,0,75,67,98,0,31,0,25,70,Male,7,8,No,Economy,4,1,Base study,Main,,
3,28,28,12,3,1,12,0,75,93,25,68,0,0,31,98,Male,7,8,No,Economy,4,1,Base study,Main,,
3,29,29,12,3,1,12,0,75,64,77,0,13,68,0,25,Male,7,8,No,Economy,4,1,Base study,Main,,
3,30,30,12,3,1,12,0,75,89,42,47,0,0,13,77,Male,7,8,No,Economy,4,1,Base study,Main,,
4,1,1,12,3,1,12,0,75,90,11,79,0,,,,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,2,2,12,3,1,12,0,75,6,38,0,32,79,0,11,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,3,3,12,3,1,12,0,75,15,27,0,12,0,32,38,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,4,4,12,3,1,12,0,75,19,68,0,49,0,12,27,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,5,5,12,3,1,12,0,75,30,75,0,45,0,49,68,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,6,6,12,3,1,12,0,75,50,20,30,0,0,45,75,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,7,7,12,3,1,12,0,75,14,81,0,67,30,0,20,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,8,8,12,3,1,12,0,75,19,1,18,0,0,67,81,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,9,9,12,3,1,12,0,75,10,66,0,56,18,0,1,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,10,10,12,3,1,12,0,75,17,3,14,0,0,56,66,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,11,11,12,3,1,12,0,75,15,74,0,59,14,0,3,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,12,12,12,3,1,12,0,75,7,5,2,0,0,59,74,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,13,13,12,3,1,12,0,75,50,31,19,0,2,0,5,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,14,14,12,3,1,12,0,75,5,26,0,21,19,0,31,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,15,15,12,3,1,12,0,75,10,30,0,20,0,21,26,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,16,16,12,3,1,12,0,75,20,10,10,0,0,20,30,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,17,17,12,3,1,12,0,75,20,70,0,50,10,0,10,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,18,18,12,3,1,12,0,75,20,83,0,63,0,50,70,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,19,19,12,3,1,12,0,75,30,42,0,12,0,63,83,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,20,20,12,3,1,12,0,75,20,48,0,28,0,12,42,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,21,21,12,3,1,12,0,75,20,99,0,79,0,28,48,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,22,22,12,3,1,12,0,75,20,60,0,40,0,79,99,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,23,23,12,3,1,12,0,75,20,20,0,0,0,40,60,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,24,24,12,3,1,12,0,75,20,13,7,0,0,0,20,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,25,25,12,3,1,12,0,75,15,84,0,69,7,0,13,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,26,26,12,3,1,12,0,75,30,67,0,37,0,69,84,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,27,27,12,3,1,12,0,75,20,95,0,75,0,37,67,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,28,28,12,3,1,12,0,75,20,17,3,0,0,75,95,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,29,29,12,3,1,12,0,75,20,56,0,36,3,0,17,Male,3,5,No,Other Eng,4,1,Base study,Main,,
4,30,30,12,3,1,12,0,75,20,50,0,30,0,36,56,Male,3,5,No,Other Eng,4,1,Base study,Main,,
5,1,1,12,3,1,12,0,75,70,44,26,0,,,,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,2,2,12,3,1,12,0,75,65,29,36,0,26,0,44,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,3,3,12,3,1,12,0,75,50,3,47,0,36,0,29,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,4,4,12,3,1,12,0,75,20,69,0,49,47,0,3,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,5,5,12,3,1,12,0,75,10,50,0,40,0,49,69,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,6,6,12,3,1,12,0,75,40,31,9,0,0,40,50,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,7,7,12,3,1,12,0,75,30,92,0,62,9,0,31,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,8,8,12,3,1,12,0,75,50,95,0,45,0,62,92,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,9,9,12,3,1,12,0,75,30,81,0,51,0,45,95,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,10,10,12,3,1,12,0,75,60,8,52,0,0,51,81,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,11,11,12,3,1,12,0,75,20,29,0,9,52,0,8,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,12,12,12,3,1,12,0,75,30,93,0,63,0,9,29,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,13,13,12,3,1,12,0,75,50,87,0,37,0,63,93,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,14,14,12,3,1,12,0,75,30,85,0,55,0,37,87,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,15,15,12,3,1,12,0,75,20,26,0,6,0,55,85,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,16,16,12,3,1,12,0,75,10,25,0,15,0,6,26,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,17,17,12,3,1,12,0,75,15,37,0,22,0,15,25,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,18,18,12,3,1,12,0,75,20,88,0,68,0,22,37,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,19,19,12,3,1,12,0,75,40,71,0,31,0,68,88,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,20,20,12,3,1,12,0,75,30,29,1,0,0,31,71,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,21,21,12,3,1,12,0,75,25,89,0,64,1,0,29,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,22,22,12,3,1,12,0,75,40,78,0,38,0,64,89,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,23,23,12,3,1,12,0,75,30,12,18,0,0,38,78,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,24,24,12,3,1,12,0,75,20,69,0,49,18,0,12,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,25,25,12,3,1,12,0,75,35,65,0,30,0,49,69,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,26,26,12,3,1,12,0,75,30,19,11,0,0,30,65,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,27,27,12,3,1,12,0,75,30,56,0,26,11,0,19,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,28,28,12,3,1,12,0,75,35,63,0,28,0,26,56,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,29,29,12,3,1,12,0,75,30,10,20,0,0,28,63,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
5,30,30,12,3,1,12,0,75,30,45,0,15,20,0,10,Male,7,5,Past semesters,Business,4,1,Base study,Main,,
6,1,1,12,3,1,12,0,75,80,100,0,20,,,,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,2,2,12,3,1,12,0,75,100,56,44,0,0,20,100,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,3,3,12,3,1,12,0,75,80,60,20,0,44,0,56,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,4,4,12,3,1,12,0,75,50,32,18,0,20,0,60,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,5,5,12,3,1,12,0,75,20,18,2,0,18,0,32,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,6,6,12,3,1,12,0,75,40,93,0,53,2,0,18,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,7,7,12,3,1,12,0,75,100,58,42,0,0,53,93,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,8,8,12,3,1,12,0,75,80,13,67,0,42,0,58,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,9,9,12,3,1,12,0,75,40,27,13,0,67,0,13,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,10,10,12,3,1,12,0,75,50,12,38,0,13,0,27,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,11,11,12,3,1,12,0,75,60,23,37,0,38,0,12,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,12,12,12,3,1,12,0,75,30,66,0,36,37,0,23,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,13,13,12,3,1,12,0,75,80,50,30,0,0,36,66,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,14,14,12,3,1,12,0,75,80,100,0,20,30,0,50,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,15,15,12,3,1,12,0,75,70,81,0,11,0,20,100,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,16,16,12,3,1,12,0,75,90,55,35,0,0,11,81,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,17,17,12,3,1,12,0,75,60,85,0,25,35,0,55,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,18,18,12,3,1,12,0,75,80,81,0,1,0,25,85,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,19,19,12,3,1,12,0,75,90,83,7,0,0,1,81,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,20,20,12,3,1,12,0,75,70,32,38,0,7,0,83,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,21,21,12,3,1,12,0,75,50,77,0,27,38,0,32,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,22,22,12,3,1,12,0,75,80,27,53,0,0,27,77,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,23,23,12,3,1,12,0,75,80,80,0,0,53,0,27,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,24,24,12,3,1,12,0,75,90,2,88,0,0,0,80,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,25,25,12,3,1,12,0,75,80,82,0,2,88,0,2,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,26,26,12,3,1,12,0,75,90,1,89,0,0,2,82,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,27,27,12,3,1,12,0,75,90,99,0,9,89,0,1,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,28,28,12,3,1,12,0,75,80,72,8,0,0,9,99,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,29,29,12,3,1,12,0,75,95,8,87,0,8,0,72,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
6,30,30,12,3,1,12,0,75,90,7,83,0,87,0,8,Male,5,8,Past semesters,Business,4,1,Base study,Main,,
7,1,1,12,3,1,12,0,75,90,23,67,0,,,,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,2,2,12,3,1,12,0,75,50,64,0,14,67,0,23,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,3,3,12,3,1,12,0,75,55,25,30,0,0,14,64,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,4,4,12,3,1,12,0,75,50,63,0,13,30,0,25,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,5,5,12,3,1,12,0,75,30,72,0,42,0,13,63,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,6,6,12,3,1,12,0,75,50,57,0,7,0,42,72,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,7,7,12,3,1,12,0,75,40,22,18,0,0,7,57,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,8,8,12,3,1,12,0,75,60,99,0,39,18,0,22,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,9,9,12,3,1,12,0,75,63,42,21,0,0,39,99,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,10,10,12,3,1,12,0,75,50,5,45,0,21,0,42,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,11,11,12,3,1,12,0,75,40,21,19,0,45,0,5,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,12,12,12,3,1,12,0,75,50,96,0,46,19,0,21,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,13,13,12,3,1,12,0,75,60,29,31,0,0,46,96,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,14,14,12,3,1,12,0,75,50,50,0,0,31,0,29,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,15,15,12,3,1,12,0,75,50,76,0,26,0,0,50,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,16,16,12,3,1,12,0,75,50,13,37,0,0,26,76,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,17,17,12,3,1,12,0,75,40,80,0,40,37,0,13,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,18,18,12,3,1,12,0,75,50,80,0,30,0,40,80,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,19,19,12,3,1,12,0,75,50,92,0,42,0,30,80,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,20,20,12,3,1,12,0,75,70,55,15,0,0,42,92,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,21,21,12,3,1,12,0,75,70,84,0,14,15,0,55,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,22,22,12,3,1,12,0,75,70,47,23,0,0,14,84,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,23,23,12,3,1,12,0,75,60,20,40,0,23,0,47,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,24,24,12,3,1,12,0,75,60,33,27,0,40,0,20,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,25,25,12,3,1,12,0,75,50,26,24,0,27,0,33,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,26,26,12,3,1,12,0,75,50,18,32,0,24,0,26,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,27,27,12,3,1,12,0,75,50,52,0,2,32,0,18,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,28,28,12,3,1,12,0,75,60,32,28,0,0,2,52,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,29,29,12,3,1,12,0,75,50,5,45,0,28,0,32,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
7,30,30,12,3,1,12,0,75,40,90,0,50,45,0,5,Female,6,9,Past semesters,Business,4,1,Base study,Main,,
8,1,1,12,3,1,12,0,75,50,68,0,18,,,,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,2,2,12,3,1,12,0,75,60,65,0,5,0,18,68,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,3,3,12,3,1,12,0,75,65,86,0,21,0,5,65,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,4,4,12,3,1,12,0,75,70,66,4,0,0,21,86,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,5,5,12,3,1,12,0,75,66,98,0,32,4,0,66,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,6,6,12,3,1,12,0,75,85,65,20,0,0,32,98,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,7,7,12,3,1,12,0,75,85,91,0,6,20,0,65,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,8,8,12,3,1,12,0,75,70,78,0,8,0,6,91,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,9,9,12,3,1,12,0,75,70,52,18,0,0,8,78,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,10,10,12,3,1,12,0,75,70,22,48,0,18,0,52,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,11,11,12,3,1,12,0,75,70,29,41,0,48,0,22,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,12,12,12,3,1,12,0,75,50,80,0,30,41,0,29,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,13,13,12,3,1,12,0,75,85,96,0,11,0,30,80,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,14,14,12,3,1,12,0,75,65,79,0,14,0,11,96,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,15,15,12,3,1,12,0,75,79,7,72,0,0,14,79,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,16,16,12,3,1,12,0,75,50,94,0,44,72,0,7,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,17,17,12,3,1,12,0,75,70,4,66,0,0,44,94,Male,5,8,No,Other Eng,4,1,Base study,Main,,
8,18,18,12,3,1,12,0,75,85,81,4,0,66,0,4,Male,5,8,No,Other Eng,4,1,Base study,Main,,
