,subject_id,round,overall_round,price,cost,service_level,expediting_cost,salvage_value,optimum,order,demand,leftover,shortage,lagleftover,lagshortage,lagdemand,gender,age,semester,related_course,program,treatment_id,included_treatment,study,experiment,playing_order,bundle,expediting_level,related_course_r,distance_opt,round_r,subject_id_r,exp_profit_norm,proportion_max_exp_profit,percent_deviation_opt,gender_r
23,1,24,24,12,3.0,0.0,0,0,75.0,69,4,65,0,0.0,10.0,78.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,6.0,24,0,0.0,0.0,0.08,0
24,1,25,25,12,3.0,0.0,0,0,75.0,45,85,0,40,65.0,0.0,4.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,30.0,25,0,0.0,0.0,0.4,0
25,1,26,26,12,3.0,0.0,0,0,75.0,55,81,0,26,0.0,40.0,85.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,20.0,26,0,0.0,0.0,0.26666666666666666,0
26,1,27,27,12,3.0,0.0,0,0,75.0,62,61,1,0,0.0,26.0,81.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,13.0,27,0,0.0,0.0,0.17333333333333334,0
27,1,28,28,12,3.0,0.0,0,0,75.0,60,93,0,33,1.0,0.0,61.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,15.0,28,0,0.0,0.0,0.2,0
28,1,29,29,12,3.0,0.0,0,0,75.0,28,24,4,0,0.0,33.0,93.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,47.0,29,0,0.0,0.0,0.6266666666666667,0
29,1,30,30,12,3.0,0.0,0,0,75.0,50,80,0,30,4.0,0.0,24.0,Female,2.0,7.0,Past semesters,Business,1,0,Base study,Main,,,,Yes,25.0,30,0,0.0,0.0,0.3333333333333333,0
30,2,1,1,12,3.0,0.0,0,0,75.0,30,44,0,14,,,,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,45.0,1,1,0.0,0.0,0.6,0
31,2,2,2,12,3.0,0.0,0,0,75.0,35,6,29,0,0.0,14.0,44.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,40.0,2,1,0.0,0.0,0.5333333333333333,0
32,2,3,3,12,3.0,0.0,0,0,75.0,40,43,0,3,29.0,0.0,6.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,35.0,3,1,0.0,0.0,0.4666666666666667,0
33,2,4,4,12,3.0,0.0,0,0,75.0,10,78,0,68,0.0,3.0,43.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,65.0,4,1,0.0,0.0,0.8666666666666667,0
34,2,5,5,12,3.0,0.0,0,0,75.0,50,97,0,47,0.0,68.0,78.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,5,1,0.0,0.0,0.3333333333333333,0
35,2,6,6,12,3.0,0.0,0,0,75.0,30,92,0,62,0.0,47.0,97.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,45.0,6,1,0.0,0.0,0.6,0
36,2,7,7,12,3.0,0.0,0,0,75.0,70,25,45,0,0.0,62.0,92.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,5.0,7,1,0.0,0.0,0.06666666666666667,0
37,2,8,8,12,3.0,0.0,0,0,75.0,30,61,0,31,45.0,0.0,25.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,45.0,8,1,0.0,0.0,0.6,0
38,2,9,9,12,3.0,0.0,0,0,75.0,20,10,10,0,0.0,31.0,61.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,55.0,9,1,0.0,0.0,0.7333333333333333,0
39,2,10,10,12,3.0,0.0,0,0,75.0,40,60,0,20,10.0,0.0,10.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,35.0,10,1,0.0,0.0,0.4666666666666667,0
40,2,11,11,12,3.0,0.0,0,0,75.0,40,31,9,0,0.0,20.0,60.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,35.0,11,1,0.0,0.0,0.4666666666666667,0
41,2,12,12,12,3.0,0.0,0,0,75.0,50,67,0,17,9.0,0.0,31.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,12,1,0.0,0.0,0.3333333333333333,0
42,2,13,13,12,3.0,0.0,0,0,75.0,40,33,7,0,0.0,17.0,67.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,35.0,13,1,0.0,0.0,0.4666666666666667,0
43,2,14,14,12,3.0,0.0,0,0,75.0,60,73,0,13,7.0,0.0,33.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,15.0,14,1,0.0,0.0,0.2,0
44,2,15,15,12,3.0,0.0,0,0,75.0,30,66,0,36,0.0,13.0,73.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,45.0,15,1,0.0,0.0,0.6,0
45,2,16,16,12,3.0,0.0,0,0,75.0,40,1,39,0,0.0,36.0,66.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,35.0,16,1,0.0,0.0,0.4666666666666667,0
46,2,17,17,12,3.0,0.0,0,0,75.0,60,38,22,0,39.0,0.0,1.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,15.0,17,1,0.0,0.0,0.2,0
47,2,18,18,12,3.0,0.0,0,0,75.0,60,83,0,23,22.0,0.0,38.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,15.0,18,1,0.0,0.0,0.2,0
48,2,19,19,12,3.0,0.0,0,0,75.0,50,44,6,0,0.0,23.0,83.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,19,1,0.0,0.0,0.3333333333333333,0
49,2,20,20,12,3.0,0.0,0,0,75.0,70,34,36,0,6.0,0.0,44.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,5.0,20,1,0.0,0.0,0.06666666666666667,0
50,2,21,21,12,3.0,0.0,0,0,75.0,50,54,0,4,36.0,0.0,34.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,21,1,0.0,0.0,0.3333333333333333,0
51,2,22,22,12,3.0,0.0,0,0,75.0,50,72,0,22,0.0,4.0,54.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,22,1,0.0,0.0,0.3333333333333333,0
52,2,23,23,12,3.0,0.0,0,0,75.0,50,17,33,0,0.0,22.0,72.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,23,1,0.0,0.0,0.3333333333333333,0
53,2,24,24,12,3.0,0.0,0,0,75.0,70,25,45,0,33.0,0.0,17.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,5.0,24,1,0.0,0.0,0.06666666666666667,0
54,2,25,25,12,3.0,0.0,0,0,75.0,70,64,6,0,45.0,0.0,25.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,5.0,25,1,0.0,0.0,0.06666666666666667,0
55,2,26,26,12,3.0,0.0,0,0,75.0,60,71,0,11,6.0,0.0,64.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,15.0,26,1,0.0,0.0,0.2,0
56,2,27,27,12,3.0,0.0,0,0,75.0,50,68,0,18,0.0,11.0,71.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,27,1,0.0,0.0,0.3333333333333333,0
57,2,28,28,12,3.0,0.0,0,0,75.0,40,57,0,17,0.0,18.0,68.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,35.0,28,1,0.0,0.0,0.4666666666666667,0
58,2,29,29,12,3.0,0.0,0,0,75.0,50,54,0,4,0.0,17.0,57.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,25.0,29,1,0.0,0.0,0.3333333333333333,0
59,2,30,30,12,3.0,0.0,0,0,75.0,70,7,63,0,0.0,4.0,54.0,Female,5.0,8.0,Currently attending,Business,1,0,Base study,Main,,,,Yes,5.0,30,1,0.0,0.0,0.06666666666666667,0
60,3,1,1,12,3.0,1.0,12,0,75.0,60,55,5,0,,,,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,15.0,1,2,0.958940397,0.958940397,0.2,1
61,3,2,2,12,3.0,1.0,12,0,75.0,75,14,61,0,5.0,0.0,55.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,0.0,2,2,1.0,1.0,0.0,1
62,3,3,3,12,3.0,1.0,12,0,75.0,40,54,0,14,61.0,0.0,14.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,35.0,3,2,0.780573951,0.780573951,0.4666666666666667,1
63,3,4,4,12,3.0,1.0,12,0,75.0,47,80,0,33,0.0,14.0,54.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,28.0,4,2,0.859072848,0.859072848,0.37333333333333335,1
64,3,5,5,12,3.0,1.0,12,0,75.0,60,1,59,0,0.0,33.0,80.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,15.0,5,2,0.958940397,0.958940397,0.2,1
65,3,6,6,12,3.0,1.0,12,0,75.0,40,100,0,60,59.0,0.0,1.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,35.0,6,2,0.780573951,0.780573951,0.4666666666666667,1
66,3,7,7,12,3.0,1.0,12,0,75.0,80,97,0,17,0.0,60.0,100.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,5.0,7,2,0.99602649,0.99602649,0.06666666666666667,1
67,3,8,8,12,3.0,1.0,12,0,75.0,30,94,0,64,0.0,17.0,97.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,45.0,8,2,0.638410596,0.638410596,0.6,1
68,3,9,9,12,3.0,1.0,12,0,75.0,85,15,70,0,0.0,64.0,94.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,10.0,9,2,0.983222958,0.983222958,0.13333333333333333,1
69,3,10,10,12,3.0,1.0,12,0,75.0,35,66,0,31,70.0,0.0,15.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,40.0,10,2,0.713907285,0.713907285,0.5333333333333333,1
70,3,11,11,12,3.0,1.0,12,0,75.0,55,87,0,32,0.0,31.0,66.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,20.0,11,2,0.927593819,0.927593819,0.26666666666666666,1
71,3,12,12,12,3.0,1.0,12,0,75.0,15,100,0,85,0.0,32.0,87.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,60.0,12,2,0.358940397,0.358940397,0.8,1
72,3,13,13,12,3.0,1.0,12,0,75.0,10,23,0,13,0.0,85.0,100.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,65.0,13,2,0.24812362,0.24812362,0.8666666666666667,1
73,3,14,14,12,3.0,1.0,12,0,75.0,74,56,18,0,0.0,13.0,23.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,1.0,14,2,0.999735099,0.999735099,0.013333333333333334,1
74,3,15,15,12,3.0,1.0,12,0,75.0,7,92,0,85,18.0,0.0,56.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,68.0,15,2,0.177395143,0.177395143,0.9066666666666666,1
75,3,16,16,12,3.0,1.0,12,0,75.0,74,85,0,11,0.0,85.0,92.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,1.0,16,2,0.999735099,0.999735099,0.013333333333333334,1
76,3,17,17,12,3.0,1.0,12,0,75.0,47,75,0,28,0.0,11.0,85.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,28.0,17,2,0.859072848,0.859072848,0.37333333333333335,1
77,3,18,18,12,3.0,1.0,12,0,75.0,80,62,18,0,0.0,28.0,75.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,5.0,18,2,0.99602649,0.99602649,0.06666666666666667,1
78,3,19,19,12,3.0,1.0,12,0,75.0,29,35,0,6,18.0,0.0,62.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,46.0,19,2,0.622251656,0.622251656,0.6133333333333333,1
79,3,20,20,12,3.0,1.0,12,0,75.0,77,19,58,0,0.0,6.0,35.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,2.0,20,2,0.999470199,0.999470199,0.02666666666666667,1
80,3,21,21,12,3.0,1.0,12,0,75.0,50,98,0,48,58.0,0.0,19.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,25.0,21,2,0.887417219,0.887417219,0.3333333333333333,1
81,3,22,22,12,3.0,1.0,12,0,75.0,50,87,0,37,0.0,48.0,98.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,25.0,22,2,0.887417219,0.887417219,0.3333333333333333,1
82,3,23,23,12,3.0,1.0,12,0,75.0,55,97,0,42,0.0,37.0,87.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,20.0,23,2,0.927593819,0.927593819,0.26666666666666666,1
83,3,24,24,12,3.0,1.0,12,0,75.0,80,14,66,0,0.0,42.0,97.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,5.0,24,2,0.99602649,0.99602649,0.06666666666666667,1
84,3,25,25,12,3.0,1.0,12,0,75.0,33,63,0,30,66.0,0.0,14.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,42.0,25,2,0.684768212,0.684768212,0.56,1
85,3,26,26,12,3.0,1.0,12,0,75.0,45,70,0,25,0.0,30.0,63.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,30.0,26,2,0.838410596,0.838410596,0.4,1
86,3,27,27,12,3.0,1.0,12,0,75.0,67,98,0,31,0.0,25.0,70.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,8.0,27,2,0.98799117,0.98799117,0.10666666666666667,1
87,3,28,28,12,3.0,1.0,12,0,75.0,93,25,68,0,0.0,31.0,98.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,18.0,28,2,0.944370861,0.944370861,0.24,1
88,3,29,29,12,3.0,1.0,12,0,75.0,64,77,0,13,68.0,0.0,25.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,11.0,29,2,0.977660044,0.977660044,0.14666666666666667,1
89,3,30,30,12,3.0,1.0,12,0,75.0,89,42,47,0,0.0,13.0,77.0,Male,7.0,8.0,No,Economy,4,1,Base study,Main,,,Breakeven,No,14.0,30,2,0.966622517,0.966622517,0.18666666666666668,1
90,4,1,1,12,3.0,1.0,12,0,75.0,90,11,79,0,,,,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,15.0,1,3,0.961589404,0.961589404,0.2,1
91,4,2,2,12,3.0,1.0,12,0,75.0,6,38,0,32,79.0,0.0,11.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,69.0,2,3,0.153112583,0.153112583,0.92,1
92,4,3,3,12,3.0,1.0,12,0,75.0,15,27,0,12,0.0,32.0,38.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,60.0,3,3,0.358940397,0.358940397,0.8,1
93,4,4,4,12,3.0,1.0,12,0,75.0,19,68,0,49,0.0,12.0,27.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,56.0,4,3,0.441236203,0.441236203,0.7466666666666667,1
94,4,5,5,12,3.0,1.0,12,0,75.0,30,75,0,45,0.0,49.0,68.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,45.0,5,3,0.638410596,0.638410596,0.6,1
95,4,6,6,12,3.0,1.0,12,0,75.0,50,20,30,0,0.0,45.0,75.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,25.0,6,3,0.887417219,0.887417219,0.3333333333333333,1
96,4,7,7,12,3.0,1.0,12,0,75.0,14,81,0,67,30.0,0.0,20.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,61.0,7,3,0.337483444,0.337483444,0.8133333333333334,1
97,4,8,8,12,3.0,1.0,12,0,75.0,19,1,18,0,0.0,67.0,81.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,56.0,8,3,0.441236203,0.441236203,0.7466666666666667,1
98,4,9,9,12,3.0,1.0,12,0,75.0,10,66,0,56,18.0,0.0,1.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,65.0,9,3,0.24812362,0.24812362,0.8666666666666667,1
99,4,10,10,12,3.0,1.0,12,0,75.0,17,3,14,0,0.0,56.0,66.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,58.0,10,3,0.400794702,0.400794702,0.7733333333333333,1
100,4,11,11,12,3.0,1.0,12,0,75.0,15,74,0,59,14.0,0.0,3.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,60.0,11,3,0.358940397,0.358940397,0.8,1
101,4,12,12,12,3.0,1.0,12,0,75.0,7,5,2,0,0.0,59.0,74.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,68.0,12,3,0.177395143,0.177395143,0.9066666666666666,1
102,4,13,13,12,3.0,1.0,12,0,75.0,50,31,19,0,2.0,0.0,5.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,25.0,13,3,0.887417219,0.887417219,0.3333333333333333,1
103,4,14,14,12,3.0,1.0,12,0,75.0,5,26,0,21,19.0,0.0,31.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,70.0,14,3,0.128476821,0.128476821,0.9333333333333333,1
104,4,15,15,12,3.0,1.0,12,0,75.0,10,30,0,20,0.0,21.0,26.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,65.0,15,3,0.24812362,0.24812362,0.8666666666666667,1
105,4,16,16,12,3.0,1.0,12,0,75.0,20,10,10,0,0.0,20.0,30.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,16,3,0.460927152,0.460927152,0.7333333333333333,1
106,4,17,17,12,3.0,1.0,12,0,75.0,20,70,0,50,10.0,0.0,10.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,17,3,0.460927152,0.460927152,0.7333333333333333,1
107,4,18,18,12,3.0,1.0,12,0,75.0,20,83,0,63,0.0,50.0,70.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,18,3,0.460927152,0.460927152,0.7333333333333333,1
108,4,19,19,12,3.0,1.0,12,0,75.0,30,42,0,12,0.0,63.0,83.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,45.0,19,3,0.638410596,0.638410596,0.6,1
109,4,20,20,12,3.0,1.0,12,0,75.0,20,48,0,28,0.0,12.0,42.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,20,3,0.460927152,0.460927152,0.7333333333333333,1
110,4,21,21,12,3.0,1.0,12,0,75.0,20,99,0,79,0.0,28.0,48.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,21,3,0.460927152,0.460927152,0.7333333333333333,1
111,4,22,22,12,3.0,1.0,12,0,75.0,20,60,0,40,0.0,79.0,99.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,22,3,0.460927152,0.460927152,0.7333333333333333,1
112,4,23,23,12,3.0,1.0,12,0,75.0,20,20,0,0,0.0,40.0,60.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,23,3,0.460927152,0.460927152,0.7333333333333333,1
113,4,24,24,12,3.0,1.0,12,0,75.0,20,13,7,0,0.0,0.0,20.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,24,3,0.460927152,0.460927152,0.7333333333333333,1
114,4,25,25,12,3.0,1.0,12,0,75.0,15,84,0,69,7.0,0.0,13.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,60.0,25,3,0.358940397,0.358940397,0.8,1
115,4,26,26,12,3.0,1.0,12,0,75.0,30,67,0,37,0.0,69.0,84.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,45.0,26,3,0.638410596,0.638410596,0.6,1
116,4,27,27,12,3.0,1.0,12,0,75.0,20,95,0,75,0.0,37.0,67.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,27,3,0.460927152,0.460927152,0.7333333333333333,1
117,4,28,28,12,3.0,1.0,12,0,75.0,20,17,3,0,0.0,75.0,95.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,28,3,0.460927152,0.460927152,0.7333333333333333,1
118,4,29,29,12,3.0,1.0,12,0,75.0,20,56,0,36,3.0,0.0,17.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,29,3,0.460927152,0.460927152,0.7333333333333333,1
119,4,30,30,12,3.0,1.0,12,0,75.0,20,50,0,30,0.0,36.0,56.0,Male,3.0,5.0,No,Other Eng,4,1,Base study,Main,,,Breakeven,No,55.0,30,3,0.460927152,0.460927152,0.7333333333333333,1
120,5,1,1,12,3.0,1.0,12,0,75.0,70,44,26,0,,,,Male,7.0,5.0,Past semesters,Business,4,1,Base study,Main,,,Breakeven,Yes,5.0,1,4,0.995143488,0.995143488,0.06666666666666667,1
121,5,2,2,12,3.0,1.0,12,0,75.0,65,29,36,0,26.0,0.0,44.0,Male,7.0,5.0,Past semesters,Business,4,1,Base study,Main,,,Breakeven,Yes,10.0,2,4,0.981456954,0.981456954,0.13333333333333333,1
